"","EIN","ACCPER","ACTIV1","ACTIV2","ACTIV3","ADDRESS","AFCD","ASS_BOY","ASS_EOY","BOND_BOY","BOND_EOY","CENSUSTRACT","CITY","CLASSCD","COMPENS","COMPENSP","CONT","CONTACT","CONTP","DEDUCTCD","DIREXP","EOSTATUS","EPOSTCARD","EXPS","EXPSP","FILENAME","FIPS","FISYR","FISYRP","FNDNCD","FRCD","FUNDBAL","FUNDFEES","FUNDFEESP","FUNDINC","FUNDINCP","GFTGRNTSRCVD170","GOODS","GRPROF","GRPROFP","GRREC","GRRECMEM","GRRECOTH","GRRECPUB","GRSINC170","GRSINCFNDRSNG","GRSINCGAMING","GRSRCPTSADMISSN509","GRSRCPTSRELATED170","GRSRNTSPRSNL","GRSRNTSREAL","INITFEES","INPRIOR","INPRIORSRC","INVENTG","INVINC","INVINCP","LATITUDE","LESSDIRFNDRSNG","LESSDIRGAMING","LEVEL1","LEVEL2","LEVEL3","LEVEL4","LIAB_BOY","LIAB_EOY","LONGITUDE","MAJGRPB","MANUALLY_FIXED","MRTG_BOY","MRTG_EOY","MSA_NECH","NAICS","NAME","NCCSKEY","NCCSKEY2","NETA_BOY","NETGNLS","NETINC","NETINCFNDRSNG","NETINCGAMING","NETINCP","NETRENT","NETRENTP","NTEE1","NTEECC","NTEEFINAL","NTEEFINAL1","NTEEIRS","NTEESRC","NTMAJ10","NTMAJ12","NTMAJ5","ORGCD","OTHCHGS","OTHINC","OTHINCP","OTHSAL","OTHSALP","OUTNCCS","OUTREAS","PAYTAX","PAYTAXP","PMSA","PROGREV","PROGREVP","Q78A","RANDNUM","REASON","RENTEXP","RENTINC","RETEARN","RETE_BOY","RNTLEXPNSPRSNL","RNTLEXPNSREAL","RNTLINCPRSNL","RNTLINCREAL","ROYALTSINC","RULEDATE","SALEOTHE","SALEOTHG","SALEOTHN","SALEOTHNP","SALESECN","SALESECNP","SALESEXP","SECUR","SEC_NAME","SOIYR","SOURCE","SPEVTG","SRVCSVAL170","SRVCSVAL509","STATE","STYEAR","SUBCD","SUBSECCD","SUBTOTSUPPINC509","TAXPER","TAXPERP","TOTGFTGRNTRCVD509","TOTREV","TOTREV2","TOTREVP","TOTSUPP509","TXEXMPTBNDSPROCEEDS","TXREVNUELEVIED170","TXREVNUELEVIED509","UNSECUREDNOTESEND","VALIDATION_STATE","ZIP","ZIP5","full_address","lat","long"
"113","202920829","12","000","000","000","501 COUNTY ROAD 48",3,717545,714754,0,0,8123002103,"BERTHOUD",10,12000,12000,578859,"LORI SANCHEZ",540028,1,0,"01",0,543662,564559,"202920829_201812_990O",8123,2018,2017,15,"010",699586,0,0,0,0,0,0,0,0,578868,0,0,NA,0,0,0,0,0,0,0,0,1,"18eoextract990.xlsx",0,9,3,40.334741,0,0,"PC","O","RE","X",18153,15168,-105.046236,"X",NA,0,0,NA,813110,"LAUGH OUT LOUD MINISTRY INC","202920829201812","2029208292018",699392,0,35206,0,0,-24528,0,0,"X","X20","X20","X","X20","IRS","RE","RE","OT",1,NA,0,0,66680,84427,"IN",NA,6371,8560,NA,0,0,"N",0.0267186846165341,"09",0,0,699586,699392,0,0,0,0,0,200811,0,0,0,0,0,0,0,0,NA,20180,"19eoextract990.xlsx",0,0,0,"CO",20180,"3","3",51,201812,201712,2598587,578868,578868,540031,2598638,0,0,0,0,0,"80513-9134","80513","501 COUNTY ROAD 48,BERTHOUD,CO,80513-9134",NA,NA
"114","202933936","12","000","000","000","PO BOX 336976",3,7205,7470,0,0,8123002501,"GREELEY",10,0,0,259,NA,21786,1,0,"01",0,0,32765,"202933936_201812_990EZ",8123,2018,2017,15,"020",7470,0,0,0,0,585144,0,0,0,265,NA,NA,0,96,0,0,0,0,0,0,0,1,"18eoextractez.xlsx",0,0,22,40.5009,0,0,"PC","S","ZD","T",0,0,-104.315,"T",NA,0,0,NA,813211,"FOR THE CITY NETWORK NORTHERN COLORADO","202933936201812","2029339362018",7205,0,265,0,0,-10957,0,0,"T","T31","T31","T","P80","BEST","PU","PU","OT",1,0,0,0,0,0,"IN",NA,0,0,NA,0,0,"N",0.757426405917378,"7",0,0,NA,NA,0,0,0,0,0,200812,0,0,0,0,0,0,0,NA,NA,20180,"19eoextractez.xlsx",0,0,0,"CO",20180,"3","3",0,201812,201712,0,265,265,21808,0,0,0,0,0,0,"80633-0617","80633","PO BOX 336976,GREELEY,CO,80633-0617",NA,NA
"115","203032862","12","000","000","000","PO BOX 1543",3,90770,71095,0,0,8069001308,"FORT COLLINS",10,0,0,36005,"RON CHAMBERS",21622,1,20568,"01",0,63905,75300,"203032862_201812_990EZ",8069,2018,2017,16,"010",71095,0,0,0,0,0,0,1561,-1011,64798,NA,NA,0,0,13547,0,418591,0,0,0,0,1,"18eoextractez.xlsx",1561,7,7,40.6429,0,0,"PC","O","HS","N",0,0,-105.057,"N",NA,0,0,NA,712190,"OVERLAND MOUNTAIN BIKE ASSOCIATION","203032862201812","2030328622018",90770,0,-19675,-7021,0,-29745,0,0,"N","N32","N32","N","N30","BEST","HU","HU","HU",1,0,0,0,0,0,"IN",NA,0,0,NA,13678,5744,"N",0.585977282889387,"9",0,0,NA,NA,0,0,0,0,0,201412,0,0,0,0,0,0,0,NA,NA,20180,"19eoextractez.xlsx",13547,0,0,"CO",20180,"3","3",0,201812,201712,141859,44230,44230,45555,560450,0,0,0,0,0,"80522-1543","80522","PO BOX 1543,FORT COLLINS,CO,80522-1543",NA,NA
"116","203051834","12","000","000","000","PO BOX 1010",3,89840,83602,0,0,8069000100,"FORT COLLINS",10,59711,64000,120913,NA,114450,1,0,"01",0,218596,299849,"203051834_201812_990O",8069,2018,2017,16,"010",59622,0,0,0,0,0,5119,-2622,-4427,228430,0,0,NA,0,0,0,1015780,0,0,0,0,1,"18eoextract990.xlsx",2497,0,0,40.5908,0,0,"PC","O","AR","A",34933,23980,-105.077,"A",NA,0,0,NA,710000,"CENTER FOR FINE ART PHOTOGRAPHY","203051834201812","2030518342018",54907,0,4715,0,0,-3222,0,0,"A","A40","A40","A","A40","BEST","AR","AR","AR",1,NA,0,0,36919,44998,"IN",NA,7541,9787,NA,105020,186604,"N",0.444630557276596,"09",0,0,59522,54807,0,0,0,0,0,200608,0,0,0,0,0,0,0,0,NA,20180,"19eoextract990.xlsx",0,0,0,"CO",20180,"3","3",19772,201812,201712,448156,223311,223311,296627,1483708,0,0,0,5000,0,"80522-1010","80522","PO BOX 1010,FORT COLLINS,CO,80522-1010",NA,NA
"117","203090528","12","000","000","000","2724 MAROON CT",3,3454,21162,0,0,8069001602,"FORT COLLINS",12,0,0,29646,"ROBERT ANDREW VISOCKY",26550,1,21916,"01",0,27467,52389,"203090528_201812_990EZ",8069,2018,2017,16,"010",21162,0,0,0,0,0,0,0,0,67091,NA,NA,0,0,37445,0,244020,0,0,0,0,1,"18eoextractez.xlsx",0,0,0,40.5432,0,0,"PC","O","ED","B",0,0,-105.0268,"B",NA,0,0,NA,813410,"KRISTI VISOCKY MEMORIAL FOUNDATION","203090528201812","2030905282018",3454,0,17708,15529,0,-1129,0,0,"B","B82","B82","B","B82","IRS","ED","ED","ED",1,0,0,0,0,0,"IN",NA,0,0,NA,0,0,"N",0.1214603841285,"9",0,0,NA,NA,0,0,0,0,0,200605,0,0,0,0,0,0,0,NA,NA,20180,"19eoextractez.xlsx",37445,0,0,"CO",20180,"3","3",0,201812,201712,126734,45175,45175,51260,370754,0,0,0,0,0,"80525-6148","80525","2724 MAROON CT,FORT COLLINS,CO,80525-6148",40.5431494496072,-105.026032998254
"118","203176396","12","000","000","000","2149 FEDERAL BLVD",3,121006,250199,0,0,8031000502,"DENVER",10,0,0,0,"GIZANE INDART",0,1,0,"01",0,0,56179,"203176396_201812_990EZ",8031,2018,2017,17,"020",0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,"18eoextractez.xlsx",0,0,0,39.7494,0,0,"PC","S","ZD","T",121006,250199,-105.0253,"T",NA,0,0,NA,813211,"ADVOCACY CENTER FOUNDATION","203176396201812","2031763962018",0,0,0,0,0,0,0,0,"T","T30","T30","T","T30","IRS","PU","PU","OT",1,0,0,0,0,0,"IN",NA,0,0,NA,0,56179,"N",0.280674228055008,"12",0,0,NA,NA,0,0,0,0,0,200611,0,0,0,0,0,0,0,NA,NA,20180,"19eoextractez.xlsx",0,0,0,"CO",20180,"3","3",0,201812,201712,0,0,0,56179,0,0,0,0,0,0,"80211-4639","80211","2149 FEDERAL BLVD,DENVER,CO,80211-4639",39.749391,-105.0250455
"119","203177114","12","000","000","000","1600 BROADWAY STE 2000",3,2758729,2807161,0,0,8031002403,"DENVER",10,0,0,0,"STEVE SPEARS",0,1,0,"01",0,1139,130,"203177114_201812_990O",8031,2018,2017,15,"010",2792033,0,0,0,0,0,0,0,0,48432,0,0,NA,0,0,0,3174275,0,0,0,0,1,"18eoextract990.xlsx",0,0,0,39.7474,0,0,"PC","O","HS","L",13989,15128,-104.9874,"L",NA,0,0,NA,624229,"MERCY HOUSING CALIFORNIA SENIOR PROPERTIES","203177114201812","2031771142018",2744740,0,47293,0,0,1507928,0,0,"L","L21","L21","L",NA,"BEST","HU","HU","HU",1,NA,0,0,0,0,"IN",NA,0,0,NA,48432,1508058,"N",0.752496111042532,"09",0,0,0,0,0,0,0,0,0,200512,0,0,0,0,0,0,0,0,NA,20180,"19eoextract990.xlsx",0,0,0,"CO",20180,"3","3",0,201812,201712,0,48432,48432,1508058,3174275,0,0,0,0,0,"80202-4929","80202","1600 BROADWAY STE 2000,DENVER,CO,80202-4929",NA,NA
"120","203194756","12","000","000","000","2741 WELTON ST NO UNIT B",3,313818,414036,0,0,8031002403,"DENVER",10,0,0,26960,"ODELL BARRY",13085,1,63719,"01",0,16331,7590,"203194756_201812_990EZ",8031,2018,2017,15,"010",408842,0,0,0,0,0,0,0,0,175123,NA,NA,0,0,145528,0,0,0,0,0,0,1,"18eoextractez.xlsx",0,2635,2188,39.75486,0,0,"PC","O","ED","B",49,5194,-104.978174,"B",NA,0,0,NA,813410,"DENVER BRONCOS ALUMNI CHARITIES","203194756201812","2031947562018",313769,0,95073,81809,0,48215,0,0,"B","B84","B84","B",NA,"BEST","ED","ED","ED",1,0,0,0,0,0,"IN",NA,0,0,NA,0,0,"N",0.41641799941054,"9",0,0,NA,NA,0,0,0,0,0,200511,0,0,0,0,0,0,0,NA,NA,20180,"19eoextractez.xlsx",145528,0,0,"CO",20180,"3","3",0,201812,201712,197686,111404,111404,55805,713317,0,0,0,0,0,"80205-4217","80205","2741 WELTON ST NO UNIT B,DENVER,CO,80205-4217",NA,NA
"121","203196971","12","000","000","000","2550 W 39TH AVE",3,129166,139934,0,0,8031000401,"DENVER",12,0,0,80372,"JEFF LEE",169494,1,0,"01",0,54430,61752,"203196971_201812_990EZ",8031,2018,2017,15,"020",139934,0,0,0,0,0,0,0,0,80372,NA,NA,0,0,0,0,0,0,0,0,0,1,"18eoextractez.xlsx",0,0,0,39.7704,0,0,"PC","O","EN","C",0,0,-105.0181,"C",NA,0,0,NA,813312,"ROCKY MOUNTAIN LAND LIBARY","203196971201812","2031969712018",129166,0,25942,0,0,107742,0,0,"C","C34","C34","C","C34","IRS","EN","EN","OT",1,-15175,0,0,0,0,"IN",NA,0,0,NA,0,0,"N",0.785205542829711,"9",0,0,NA,NA,0,0,0,0,0,200601,0,0,0,0,0,0,0,NA,NA,20180,"19eoextractez.xlsx",0,0,0,"CO",20180,"3","3",0,201812,201712,80372,80372,80372,169494,80372,0,0,0,0,0,"80211-2106","80211","2550 W 39TH AVE,DENVER,CO,80211-2106",39.7703476,-105.018746626357
"122","203220522","12","000","000","000","3606 DECATUR ST",3,14454,21635,0,0,8031000402,"DENVER",10,0,0,133827,"GREG ZERWAS",101248,1,1440,"01",0,125206,100119,"203220522_201812_990EZ",8031,2018,2017,15,"010",21635,0,0,0,0,576068,0,0,0,133827,NA,NA,0,0,0,0,0,1292,0,0,0,1,"18eoextractez.xlsx",0,0,0,39.7669,0,0,"PC","O","PB","T",0,0,-105.022,"T",NA,0,0,NA,813219,"LAZOS INC","203220522201812","2032205222018",14454,0,7181,-1440,0,1029,0,0,"T","T40","T40","T","T40","IRS","PU","PU","OT",1,0,0,0,0,0,"IN",NA,0,0,NA,0,0,"N",0.728617483710339,"7",0,0,NA,NA,0,0,0,0,0,200709,0,0,0,0,0,0,0,NA,NA,20180,"19eoextractez.xlsx",0,0,0,"CO",20180,"3","3",0,201812,201712,0,132387,132387,101148,0,0,0,0,0,0,"80211-2838","80211","3606 DECATUR ST,DENVER,CO,80211-2838",39.7670185831387,-105.021975497868
"123","203258897","12","000","000","000","1290 N WILLIAMS ST STE 303",3,35990,36648,0,0,8031002602,"DENVER",10,28800,43200,2586,"CHRISTOPHER KITZMAN",10154,1,0,"01",0,479502,621541,"203258897_201812_990O",8031,2018,2017,15,"010",27684,0,0,0,0,0,0,0,0,472922,0,0,NA,0,0,0,2572189,0,0,0,0,1,"18eoextract990.xlsx",0,7,4,39.741,0,0,"PC","O","IN","Q",1726,8964,-104.9749,"Q",NA,0,0,NA,813311,"ELI ASSOCIATES","203258897201812","2032588972018",34264,0,-6580,0,0,-8780,0,0,"Q","Q33","Q33","Q","Q33","IRS","IN","IN","OT",1,NA,3610,3600,90000,83650,"IN",NA,8463,8535,NA,466719,598993,"N",0.984142718039399,"09",0,0,27684,0,0,0,0,0,0,200603,0,0,0,0,0,0,0,0,NA,20180,"19eoextract990.xlsx",0,0,0,"CO",20180,"3","3",133,201812,201712,33928,472922,472922,612761,2606243,0,0,0,0,0,"80218-2661","80218","1290 N WILLIAMS ST STE 303,DENVER,CO,80218-2661",NA,NA
"124","203312808","12","000","000","000","1025 SMITHFIELD DR",3,102966,140536,0,0,8069001601,"FORT COLLINS",70,0,0,145654,"MICHAEL R HADDORFF",80985,1,0,"01",0,125663,131487,"203312808_201812_990EZ",8069,2018,2017,16,"010",138502,0,0,0,0,0,0,0,0,163233,NA,NA,0,0,0,0,0,0,0,0,0,1,"18eoextractez.xlsx",0,179,160,40.5761,0,0,"PC","O","RE","X",2134,2034,-105.0037,"X",NA,0,0,NA,813110,"CHRIST IN THE ROCKIES","203312808201812","2033128082018",100832,0,37570,0,0,-22992,0,0,"X","X20","X20","X","X990","BEST","RE","RE","OT",1,100,0,0,0,0,"IN",NA,0,0,NA,17400,27350,"N",0.768256247796132,"9",0,0,NA,NA,0,0,0,0,0,200609,0,0,0,0,0,0,0,NA,NA,20180,"19eoextractez.xlsx",0,0,0,"CO",20180,"3","3",1096,201812,201712,587817,163233,163233,108495,588913,0,0,0,0,0,"80524-8565","80524","1025 SMITHFIELD DR,FORT COLLINS,CO,80524-8565",NA,NA
"125","203357080","05","000","000","000","368 PYRITE TER",3,6673,14359,0,0,8101000904,"COLORADO SPGS",10,0,0,34204,"DANIELLE GUIDERI",33818,1,0,"01",0,33363,52701,"203357080_201905_990O",8101,2019,2018,15,"010",14359,0,0,0,0,159965,0,0,0,41049,0,0,NA,0,0,0,0,53854,0,0,0,1,"18eoextract990.xlsx",0,0,0,38.303437,0,0,"PC","O","AR","A",0,0,-104.586269,"A",NA,0,0,NA,711130,"CHAMBER MUSIC WITH THE VERONIKA STRING QUARTET INC","203357080201905","2033570802019",6673,0,7686,0,0,-8506,0,0,"A","A6C","A6C","A","A6C","BEST","AR","AR","AR",1,NA,0,0,0,0,"IN",NA,0,0,NA,6845,10377,"N",0.885614542181603,"07",0,0,0,0,0,0,0,0,0,200701,0,0,0,0,0,0,0,0,NA,20189,"19eoextract990.xlsx",0,0,0,"CO",20189,"3","3",0,201905,201805,0,41049,41049,44195,0,0,0,0,0,0,"80905-4259","80905","368 PYRITE TER,COLORADO SPGS,CO,80905-4259",NA,NA
"126","203395478","12","000","000","000","1981 BLAKE ST",3,2285613,2284809,0,0,8031002601,"DENVER",10,0,0,0,"COLORADO ENTERPRISE FUND",0,1,0,"01",0,16668,30031,"203395478_201812_990O",8031,2018,2017,15,"010",2284809,0,0,0,0,18317,0,0,0,15864,0,0,NA,28286,0,0,0,0,0,0,0,1,"18eoextract990.xlsx",0,15864,14179,39.746051,0,0,"PC","O","PB","S",0,0,-104.984778,"S",NA,0,0,NA,813410,"DENVER REGIONAL CAPITAL CORPORATION","203395478201812","2033954782018",2285613,0,-804,0,0,303288,0,0,"S","S30","S30","S","S30","IRS","PU","PU","OT",1,NA,0,319140,0,0,"IN",NA,0,0,NA,0,0,"N",0.0793903824490606,"07",0,0,0,0,0,0,0,0,0,201004,0,0,0,0,0,0,0,0,NA,20180,"19eoextract990.xlsx",0,0,0,"CO",20180,"3","3",0,201812,201712,0,15864,15864,333319,0,0,0,0,0,0,"80202-1229","80202","1981 BLAKE ST,DENVER,CO,80202-1229",39.7542952,-104.994747
"127","203571402","12","000","000","000","370 17TH ST STE 4500",3,103704,130694,0,0,8031001702,"DENVER",10,0,0,162797,"CONNIE M PROULX",157025,1,0,"01",0,135807,177230,"203571402_201812_990EZ",8031,2018,2017,15,"010",130694,0,0,0,0,992326,0,0,0,162797,NA,NA,0,38,0,0,0,0,0,0,0,1,"18eoextractez.xlsx",0,0,0,39.7471,0,0,"PC","O","HS","M",0,0,-104.9898,"M",NA,0,0,NA,624230,"WHEELER TRIGG ODONNELL FOUNDATION","203571402201812","2035714022018",103704,0,26990,0,0,-20205,0,0,"M","M20","M20","M","M20","IRS","HU","HU","HU",1,0,0,0,0,0,"IN",NA,0,0,NA,0,0,"N",0.731528841162507,"7",0,0,NA,NA,0,0,0,0,0,200511,0,0,0,0,0,0,0,NA,NA,20180,"19eoextractez.xlsx",0,0,0,"CO",20180,"3","3",0,201812,201712,0,162797,162797,157025,0,0,0,0,0,0,"80202-5647","80202","370 17TH ST STE 4500,DENVER,CO,80202-5647",NA,NA
"128","203642611","05","000","000","000","6832 SPANISH BAY DR",3,156340,163300,0,0,8069001709,"WINDSOR",10,0,0,116395,NA,140998,1,0,"01",0,109435,129974,"203642611_201905_990EZ",8123,2019,2018,16,"010",163300,0,0,0,0,618817,0,0,0,116395,NA,NA,0,0,0,0,0,0,0,0,0,1,"18eoextractez.xlsx",0,0,0,40.464,0,0,"PC","M","MO","Y",0,0,-104.9725,"Y",NA,0,0,NA,812220,"EMPTY TOMB MINISTRIES INC","203642611201905","2036426112019",156340,0,6960,0,0,11024,0,0,"Y","Y50","Y50","Y","X20","BEST","MU","MU","OT",1,0,0,0,0,0,"IN",NA,0,0,NA,0,0,"N",0.705424046175211,"7",0,0,NA,NA,0,0,0,0,0,200512,0,0,0,0,0,0,0,NA,"MCCLELLAND ROBERT D",20189,"19eoextractez.xlsx",0,0,0,"CO",20189,"3","3",0,201905,201805,0,116395,116395,140998,0,0,0,0,0,0,"80550-7030","80550","6832 SPANISH BAY DR,WINDSOR,CO,80550-7030",40.4641877816942,-104.974627671212
"129","203797097","12","000","000","000","PO BOX 1632",3,162962,168602,0,0,8069001308,"FORT COLLINS",10,0,0,161684,NA,111189,1,4246,"01",0,264716,253334,"203797097_201812_990O",8069,2018,2017,15,"010",139628,0,0,-4246,-2269,0,466,669,0,269038,0,0,NA,0,0,0,902314,0,0,0,0,1,"18eoextract990.xlsx",1135,484,421,40.6429,4246,0,"PC","S","ZA","N",22944,28974,-105.057,"N",NA,0,0,NA,813219,"FRIENDS OF THE FORT COLLINS BICYCLEPROGRAM INC","203797097201812","2037970972018",140018,0,-390,-4246,0,-10528,0,0,"N","N116","N1160","N","N32","BEST","HU","HU","HU",1,NA,0,0,175192,168010,"IN",NA,18025,14731,NA,105735,134228,"N",0.850630731623357,"09",0,0,0,0,0,0,0,0,0,200607,0,0,0,-763,0,0,0,0,NA,20180,"19eoextract990.xlsx",0,0,0,"CO",20180,"3","3",1092,201812,201712,331623,264326,264326,242806,1235029,0,0,0,0,0,"80522-1632","80522","PO BOX 1632,FORT COLLINS,CO,80522-1632",NA,NA
"130","203799814","06","000","000","000","106 BLANCA AVE",3,1558902,359416,0,0,8003960200,"ALAMOSA",10,0,0,122127,"LUTHERAN HSP ASSN SLV",1151239,1,20986,"01",0,1370435,28693,"203799814_201806_990EZ",8003,2018,2017,15,"010",359416,0,0,0,19757,495743,0,0,0,191935,NA,NA,0,2835,67376,0,0,0,0,0,0,1,"18eoextract990.xlsx",0,2432,155,37.4728,0,0,"PC","S","ZD","T",0,0,-105.8834,"T",NA,0,0,NA,813211,"SAN LUIS VALLEY HEALTH FOUNDATION","203799814201806","2037998142018",1558902,0,-1199486,46390,0,1142458,0,0,"T","T30","T30","T","T30","IRS","PU","PU","OT",1,0,0,0,0,0,"IN",NA,0,0,NA,0,0,"N",0.694854566928904,"7",0,0,NA,0,0,0,0,0,0,200605,0,0,0,0,0,0,0,NA,NA,20179,"19eoextractez.xlsx",67376,0,0,"CO",20179,"3","3",0,201806,201706,0,170949,170949,1171151,0,0,0,0,0,0,"81101-2340","81101","106 BLANCA AVE,ALAMOSA,CO,81101-2340",37.47177575,-105.882442284181
"131","204011922","12","000","000","000","23743",3,12138,6500,0,0,8123002502,"HUDSON",10,0,0,1495,"JANETTE ARENDS",1370,1,12268,"01",0,13863,3243,"204011922_201812_990EZ",8123,2018,2017,16,"020",6500,0,0,0,0,0,0,0,0,20493,NA,NA,0,0,18297,0,70643,0,0,0,0,1,"18eoextractez.xlsx",0,4,0,40.0972,0,0,"PC","O","HS","N",0,0,-104.6084,"N",NA,0,0,NA,713990,"COLORADO PONY OF THE AMERICAS CLUBINC","204011922201812","2040119222018",12138,0,-5638,6029,0,6540,0,0,"N","N69","N69","N","K20","BEST","HU","HU","HU",1,0,0,0,0,0,"IN",NA,0,0,NA,697,490,"N",0.153455831576941,"9",0,0,NA,NA,0,0,0,0,0,201411,0,0,0,0,0,0,0,NA,NA,20180,"19eoextractez.xlsx",18297,0,0,"CO",20180,"3","3",0,201812,201712,2294,8225,8225,9783,72937,0,0,0,0,0,"80642-0000","80642","23743,HUDSON,CO,80642-0000",42.3074342929293,-83.2685656868687
"132","204078988","09","000","000","000","300 S DAHLIA ST STE 205",3,4727346,12233382,0,0,8031004303,"DENVER",10,158245,154672,3940879,"DOUGLAS WOLF",1243006,1,0,"01",0,4160386,2520925,"204078988_201809_990O",8031,2018,2017,15,"010",10397407,0,0,0,0,0,0,0,0,8126908,0,0,NA,0,0,0,7091501,0,0,0,0,1,"18eoextract990.xlsx",0,10828,534,39.7113,0,0,"PC","O","HS","N",627956,1835975,-104.9317,"N",NA,212422,1632000,NA,712190,"RAMAH IN THE ROCKIES","204078988201809","2040789882018",4099390,0,3966522,0,0,795657,0,0,"N","N32","N32","N","N32","IRS","HU","HU","HU",1,NA,1996561,327622,433741,224629,"IN",NA,98778,57165,NA,2178640,1745420,"N",0.270450900200887,"09",0,0,0,0,0,0,0,0,0,201505,0,0,0,0,0,0,0,0,NA,20179,"19eoextract990.xlsx",0,0,0,"CO",20179,"3","3",13803,201809,201709,9559494,8126908,8126908,3316582,19024746,0,0,0,0,0,"80246-8132","80246","300 S DAHLIA ST STE 205,DENVER,CO,80246-8132",NA,NA
"133","204124164","06","000","000","000","789 N SHERMAN ST",3,2086823,1808697,0,0,8031002702,"DENVER",10,178257,239307,3586718,NA,3863744,1,133425,"01",0,4377737,4574649,"204124164_201906_990O",8031,2019,2018,15,"010",1700969,0,0,0,46686,18058794,0,0,0,4521006,0,0,NA,198,133425,0,0,1400100,0,0,0,1,"18eoextract990.xlsx",0,195,0,39.7289,133425,0,"PC","O","ED","B",395698,107728,-104.985,"B",NA,0,0,NA,611110,"BOOK TRUST","204124164201906","2041241642019",1691125,0,9844,0,0,-34719,0,0,"B","B24","B24","B","B24","IRS","ED","ED","ED",1,NA,30068,0,689800,804479,"IN",NA,71053,88317,NA,770600,629500,"Y",0.568307217151234,"07",0,0,0,0,0,0,0,0,0,200610,0,0,0,0,0,0,0,0,NA,20189,"19eoextract990.xlsx",133425,0,0,"CO",20189,"3","3",0,201906,201806,0,4387581,4387581,4539930,0,0,0,0,0,0,"80203-3531","80203","789 N SHERMAN ST,DENVER,CO,80203-3531",39.728790244898,-104.984979142857
"134","204128074","12","000","000","000","PO BOX 13376",3,61227,63465,0,0,8005007400,"DENVER",20,0,0,78366,NA,18294,1,0,"01",0,153168,139677,"204128074_201812_990EZ",8031,2018,2017,16,"010",68568,0,0,0,0,0,4040,36823,8339,164681,NA,NA,0,0,0,0,311653,0,0,0,0,1,"18eoextractez.xlsx",40863,0,0,39.7263,0,0,"PC","O","HS","N",5246,-5103,-104.8568,"N",NA,0,0,NA,713990,"COLORADO WOMENS ROLLER DERBY INC","204128074201812","2041280742018",55981,0,7473,0,0,1083,0,0,"N","N60","N60","N","N60","IRS","HU","HU","HU",1,5114,35129,0,0,0,"IN",NA,0,0,NA,10323,114127,"N",0.856276245347696,"9",0,0,NA,NA,0,0,0,0,0,201005,0,0,0,0,0,0,0,NA,"DENVER ROLLER DOLLS",20180,"19eoextractez.xlsx",0,0,0,"CO",20180,"3","3",49,201812,201712,361161,160641,160641,140760,672863,0,0,0,0,0,"80201-3376","80201","PO BOX 13376,DENVER,CO,80201-3376",NA,NA
"135","204264985","12","000","000","000","1601 E 19TH AVE STE 3025",3,17817,21743,0,0,8031003102,"DENVER",12,0,17000,23524,"SUE GOODIN",34372,1,2314,"01",0,184496,259564,"204264985_201812_990EZ",8031,2018,2017,15,"010",10760,0,2200,0,0,0,0,0,0,184679,NA,NA,0,0,0,0,984694,0,0,0,0,1,"18eoextract990.xlsx",0,0,0,39.74608,0,0,"PC","O","HE","E",4926,10983,-104.968434,"E",NA,0,0,NA,621340,"PROGRESSIVE HEALTH CENTER","204264985201812","2042649852018",12891,0,-2131,-2314,0,-15656,0,0,"E","E50","E50","E","E50","IRS","HE","HE","HE",1,0,0,677,0,21200,"IN",NA,0,3086,NA,161155,208859,"N",0.753352030441551,"9",0,0,NA,0,0,0,0,0,0,200612,0,0,0,0,0,0,0,NA,NA,20180,"19eoextractez.xlsx",0,0,0,"CO",20180,"3","3",0,201812,201712,126538,182365,182365,243908,1111232,0,0,0,0,0,"80218-1220","80218","1601 E 19TH AVE STE 3025,DENVER,CO,80218-1220",NA,NA
"136","204295472","12","031","150","120","1600 BROADWAY STE 2000",3,4546552,4267935,0,0,8031002403,"DENVER",10,0,0,0,"STEVE SPEARS",0,1,0,"01",0,646097,631165,"204295472_201812_990O",8031,2018,2017,16,"010",4218533,0,0,0,0,0,0,0,0,420790,0,0,NA,0,0,0,1886569,0,0,0,0,1,"18eoextract990.xlsx",0,1117,693,39.7474,0,0,"PC","O","HS","L",102712,49402,-104.9874,"L",NA,0,0,NA,624220,"ALLEGRE POINT SENIOR RESIDENCES INC","204295472201812","2042954722018",4443840,0,-225307,0,0,-208307,0,0,"L","L99","L99","L","L22","BEST","HU","HU","HU",1,NA,0,0,49027,32123,"IN",NA,0,0,NA,419673,422165,"N",0.789513653513718,"09",0,0,0,0,0,0,0,0,0,201203,0,0,0,0,0,0,0,0,NA,20180,"19eoextract990.xlsx",0,0,0,"CO",20180,"3","3",5632,201812,201712,0,420790,420790,422858,1892201,0,0,0,0,0,"80202-4929","80202","1600 BROADWAY STE 2000,DENVER,CO,80202-4929",NA,NA
